python-vcrpy 8.2.1-1
python-vcs-versioning 2.2.2-1
python-vdf 4.0-5
python-websockets 16.0-1
python-wheel 0.47.0-1
python-wrapt 2.2.2-1
python-wsproto 1.3.2-1
python-yaml 6.0.3-2
python-zeroconf 0.149.1-1
python-zope-event 6.2-1
python-zope-interface 8.5-1
python-zstandard 0.25.0-2
qbittorrent 5.2.2-1
qca-qt6 2.3.10-7
qemu-audio-alsa 11.0.2-1
qemu-audio-dbus 11.0.2-1
qemu-audio-jack 11.0.2-1
qemu-audio-oss 11.0.2-1
qemu-audio-pa 11.0.2-1
qemu-audio-pipewire 11.0.2-1
qemu-audio-sdl 11.0.2-1
qemu-audio-spice 11.0.2-1
qemu-base 11.0.2-1
qemu-block-curl 11.0.2-1
qemu-block-dmg 11.0.2-1
qemu-block-gluster 11.0.2-1
qemu-block-iscsi 11.0.2-1
qemu-block-nfs 11.0.2-1
qemu-block-ssh 11.0.2-1
qemu-chardev-baum 11.0.2-1
qemu-chardev-spice 11.0.2-1
qemu-common 11.0.2-1
qemu-desktop 11.0.2-1
qemu-docs 11.0.2-1
qemu-emulators-full 11.0.2-1
qemu-full 11.0.2-1
qemu-hw-display-qxl 11.0.2-1
qemu-hw-display-virtio-gpu 11.0.2-1
qemu-hw-display-virtio-gpu-gl 11.0.2-1
qemu-hw-display-virtio-gpu-pci 11.0.2-1
qemu-hw-display-virtio-gpu-pci-gl 11.0.2-1
qemu-hw-display-virtio-gpu-pci-rutabaga 11.0.2-1
qemu-hw-display-virtio-gpu-rutabaga 11.0.2-1
qemu-hw-display-virtio-vga 11.0.2-1
qemu-hw-display-virtio-vga-gl 11.0.2-1
qemu-hw-display-virtio-vga-rutabaga 11.0.2-1
qemu-hw-s390x-virtio-gpu-ccw 11.0.2-1
qemu-hw-uefi-vars 11.0.2-1
qemu-hw-usb-host 11.0.2-1
qemu-hw-usb-redirect 11.0.2-1
qemu-hw-usb-smartcard 11.0.2-1
qemu-img 11.0.2-1
qemu-pr-helper 11.0.2-1
qemu-system-aarch64 11.0.2-1
qemu-system-alpha 11.0.2-1
qemu-system-alpha-firmware 11.0.2-1
qemu-system-arm 11.0.2-1
qemu-system-arm-firmware 11.0.2-1
qemu-system-avr 11.0.2-1
qemu-system-hppa 11.0.2-1
qemu-system-hppa-firmware 11.0.2-1
qemu-system-loongarch64 11.0.2-1
qemu-system-m68k 11.0.2-1
qemu-system-microblaze 11.0.2-1
qemu-system-microblaze-firmware 11.0.2-1
qemu-system-mips 11.0.2-1
qemu-system-or1k 11.0.2-1
qemu-system-ppc 11.0.2-1
qemu-system-ppc-firmware 11.0.2-1
qemu-system-riscv 11.0.2-1
qemu-system-riscv-firmware 11.0.2-1
qemu-system-rx 11.0.2-1
qemu-system-s390x 11.0.2-1
qemu-system-s390x-firmware 11.0.2-1
qemu-system-sh4 11.0.2-1
qemu-system-sparc 11.0.2-1
qemu-system-sparc-firmware 11.0.2-1
qemu-system-tricore 11.0.2-1
qemu-system-x86 11.0.2-1
qemu-system-x86-firmware 11.0.2-1
qemu-system-xtensa 11.0.2-1
qemu-tests 11.0.2-1
qemu-tools 11.0.2-1
qemu-ui-curses 11.0.2-1
qemu-ui-dbus 11.0.2-1
qemu-ui-egl-headless 11.0.2-1
qemu-ui-gtk 11.0.2-1
qemu-ui-opengl 11.0.2-1
qemu-ui-sdl 11.0.2-1
qemu-ui-spice-app 11.0.2-1
qemu-ui-spice-core 11.0.2-1
qemu-user 11.0.2-1
qemu-vhost-user-gpu 11.0.2-1
qemu-vmsr-helper 11.0.2-1
qhull 2020.2-5
qoi r350.4461cc3-1
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-3d 5.15.18-1
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-graphicaleffects 5.15.19-1
qt5-imageformats 5.15.19+kde+r2-1
qt5-location 5.15.19+kde+r7-1
qt5-multimedia 5.15.19+kde+r2-1
qt5-networkauth 5.15.19-1
qt5-quickcontrols 5.15.19-1
qt5-quickcontrols2 5.15.19+kde+r5-1
qt5-script 5.15.19-4
qt5-sensors 5.15.19-2
qt5-serialport 5.15.19-1
qt5-speech 5.15.19+kde+r1-1
qt5-svg 5.15.19+kde+r5-1
qt5-tools 5.15.19+kde+r3-1
qt5-translations 5.15.19-1
qt5-virtualkeyboard 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt5-xmlpatterns 5.15.19-1
qt6-3d 6.11.1-1
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-charts 6.11.1-1
qt6-connectivity 6.11.1-1
qt6-datavis3d 6.11.1-1
qt6-declarative 6.11.1-3
qt6-doc 6.11.1-1
qt6-examples 6.11.1-1
qt6-graphs 6.11.1-1
qt6-grpc 6.11.1-4
qt6-httpserver 6.11.1-1
qt6-imageformats 6.11.1-1
qt6-languageserver 6.11.1-1
qt6-location 6.11.1-1
qt6-lottie 6.11.1-1
qt6-multimedia 6.11.1-1
qt6-multimedia-ffmpeg 6.11.1-1
qt6-networkauth 6.11.1-1
qt6-positioning 6.11.1-1
qt6-quick3d 6.11.1-1
qt6-quick3dphysics 6.11.1-1
qt6-quickeffectmaker 6.11.1-1
qt6-quicktimeline 6.11.1-1
qt6-remoteobjects 6.11.1-1
qt6-scxml 6.11.1-1
qt6-sensors 6.11.1-1
qt6-serialbus 6.11.1-1
qt6-serialport 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-3
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-wayland 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-4
qt6-websockets 6.11.1-1
qt6-webview 6.11.1-1
qwt-common 6.3.0-2
qwt-qt5 6.3.0-2
raptor 2.0.16-9
rasqal 1:0.9.33-9
rav1e 0.8.1-3
rdma-core 63.0-2
re2 2:2025.11.05-5
readline 8.3.003-1
redland 1:1.0.17-10
rnnoise 1:0.2-1
rofi 2.0.0-1
rpcbind 1.2.9-1
rtkit 0.14-1
rtl-sdr 1:2.0.2-1
rubberband 4.0.0-2
rustup 1.29.0-2
rutabaga-ffi 0.1.75-1
sassc 3.6.2-5
sbc 2.2-1
screen 5.0.1-3
sdbus-cpp 2.3.1-1
sddm 0.21.0-7
sdl12-compat 1.2.68-2
sdl2-compat 2.32.70-1
sdl2_image 2.8.12-1
sdl3 3.4.12-1
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.10-1
semver 7.8.5-1
serd 0.32.10-1
shaderc 2026.2-2
shadow 4.19.4.arch1-1
shared-mime-info 2.5.1-1
shiboken6 6.11.1-4
signon-kwallet-extension 26.04.3-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
simde 0.8.2-1
simdjson 1:4.6.4-1
slang 2.3.3-4
slurp 1.5.0-2
snappy 1.2.2-3
sndio 1.10.0-1
soapysdr 0.8.1-7
sof-firmware 2025.12.2-1
solid 6.27.0-1
sonnet 6.27.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-18
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.350.1-1
spotify 1:1.2.90.451-1
sqlite 3.53.3-1
sratom 0.6.22-1
srt 1.5.5-1
starship 1.26.0-1
startup-notification 0.12-9
steam 1.0.0.87-1
steam-devices 1.0.0.87-1
sudo 1.9.17.p2-6
suil 0.10.26-1
suitesparse 7.12.2-2
svt-av1 4.1.0-1
swappy 1.8.0-1
syndication 6.27.0-1
systemd 261.1-1
systemd-libs 261.1-1
systemd-sysvcompat 261.1-1
taglib 2.3-1
tar 1.35-2
tcpdump 4.99.6-1
tdb 1.4.15-1
tenacity 1.3.4-5
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
texinfo 7.3-1
thin-provisioning-tools 1.3.3-1
threadweaver 6.27.0-1
thrift 0.22.0-6
tinysparql 3.11.1-1
tmux 3.7_b-1
tomlplusplus 3.4.0-2
tpm2-tss 4.1.3-1
traceroute 2.1.6-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-iosevka-nerd 3.4.0-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-ms-fonts 2.0-12
twolame 0.4.0-4
tzdata 2026b-1
udisks2 2.11.1-2
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.3-1
usbredir 0.15.0-1
usbutils 019-1
uthash 2.3.0-3
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
v4l-utils 1.32.0-2
v4l2loopback-dkms 0.15.4-1
vamp-plugin-sdk 1:2.10-1
vapoursynth 77-2
vde2 2.3.3-9
vesktop 1.6.5-1
vid.stab 1.1.1-3
virglrenderer 1.3.0-2
virt-install 5.1.0-3
virt-manager 5.1.0-3
virtiofsd 1.13.3-1
vivaldi 8.0.4033.57-1
vlc 3.0.23_2-9
vlc-cli 3.0.23_2-9
vlc-gui-qt 3.0.23_2-9
vlc-plugin-a52dec 3.0.23_2-9
vlc-plugin-alsa 3.0.23_2-9
vlc-plugin-archive 3.0.23_2-9
vlc-plugin-dav1d 3.0.23_2-9
vlc-plugin-dbus 3.0.23_2-9
vlc-plugin-dbus-screensaver 3.0.23_2-9
vlc-plugin-faad2 3.0.23_2-9
vlc-plugin-ffmpeg 3.0.23_2-9
vlc-plugin-flac 3.0.23_2-9
vlc-plugin-gnutls 3.0.23_2-9
vlc-plugin-inflate 3.0.23_2-9
vlc-plugin-journal 3.0.23_2-9
vlc-plugin-jpeg 3.0.23_2-9
vlc-plugin-lua 3.0.23_2-9
vlc-plugin-matroska 3.0.23_2-9
vlc-plugin-mpg123 3.0.23_2-9
vlc-plugin-ogg 3.0.23_2-9
vlc-plugin-opus 3.0.23_2-9
vlc-plugin-png 3.0.23_2-9
vlc-plugin-pulse 3.0.23_2-9
vlc-plugin-shout 3.0.23_2-9
vlc-plugin-speex 3.0.23_2-9
vlc-plugin-tag 3.0.23_2-9
vlc-plugin-theora 3.0.23_2-9
vlc-plugin-twolame 3.0.23_2-9
vlc-plugin-vorbis 3.0.23_2-9
vlc-plugin-vpx 3.0.23_2-9
vlc-plugin-xml 3.0.23_2-9
vlc-plugins-base 3.0.23_2-9
vlc-plugins-video-output 3.0.23_2-9
vmaf 3.2.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vulkan-icd-loader 1.4.350.1-1
vulkan-mesa-implicit-layers 1:26.1.4-1
vulkan-radeon 1:26.1.4-1
vulkan-tools 1.4.350.1-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.25.0-1
wayland-protocols 1.49-1
webcamize 2.0.1-1
webrtc-audio-processing-1 1.3-5
wev 1.1.0-1
wget 1.25.0-5
which 2.25-1
whois 5.6.6-1
wireless_tools 30.pre9-5
wireplumber 0.5.15-1
wireshark-cli 4.7.1-1
wireshark-qt 4.7.1-1
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
wolfssl 5.9.2-1
wpa_supplicant 2:2.11-5
wxwidgets-common 3.2.10-2
wxwidgets-gtk3 3.2.10-2
x264 3:0.165.r3222.b35605a-2
x265 4.2-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.12-2
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.48-1
xmlsec 1.3.12-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.23-1
xorg-server-common 21.1.23-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xkbcomp 1.5.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xset 1.2.5-2
xorg-xwayland 24.1.12-1
xorgproto 2025.1-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yay 12.6.0-1
yt-dlp 2026.07.04-1
yt-dlp-ejs 0.8.0-1
yyjson 0.12.0-1
zed 1.9.0-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zplug 2.4.2-1
zram-generator 1.2.1-1
zsh 5.9.1-1
zsh-autosuggestions 0.7.1-1
zstd 1.5.7-3
zxing-cpp 3.0.2-1
